SalesOrderID,OrderDate,CustomerID,LineItem,ProductID,OrderQty,LineItemTotal
71782,2022-06-02,29485,24,708,7,146.96
71782,2022-06-02,29485,25,961,3,1336.23
71782,2022-06-02,29485,26,979,2,890.82
71782,2022-06-02,29485,27,958,2,890.82
71782,2022-06-02,29485,28,963,1,445.41
71782,2022-06-02,29485,29,953,1,728.91
71782,2022-06-02,29485,30,968,2,2860.88
71782,2022-06-02,29485,31,951,2,485.99
71782,2022-06-02,29485,32,945,2,109.79
71782,2022-06-02,29485,33,916,1,31.58
71782,2022-06-02,29485,34,886,1,200.05
71782,2022-06-02,29485,35,892,1,602.35
71782,2022-06-02,29485,36,893,1,602.35
71782,2022-06-02,29485,37,881,6,194.36
71782,2022-06-02,29485,38,883,4,129.58
71782,2022-06-02,29485,39,859,1,14.69
71782,2022-06-02,29485,40,865,4,152.4
71782,2022-06-02,29485,41,880,9,296.95
71782,2022-06-02,29485,42,711,6,125.96
71782,2022-06-02,29485,43,707,3,62.98
71783,2022-06-02,29957,1,738,4,809.33
71783,2022-06-02,29957,2,939,6,223.52
71783,2022-06-02,29957,3,793,3,4398.03
71783,2022-06-02,29957,4,977,4,1295.98
71783,2022-06-02,29957,5,880,9,296.95
71783,2022-06-02,29957,6,859,7,102.86
71783,2022-06-02,29957,7,976,25,19136.14
71783,2022-06-02,29957,8,714,6,179.96
71783,2022-06-02,29957,9,877,8,38.16
71783,2022-06-02,29957,10,813,1,72.16
71783,2022-06-02,29957,11,881,6,194.36
71783,2022-06-02,29957,12,873,6,8.24
71783,2022-06-02,29957,13,870,10,29.94
71783,2022-06-02,29957,14,822,1,356.9
71783,2022-06-02,29957,15,799,1,672.29
71783,2022-06-02,29957,16,858,2,29.39
71783,2022-06-02,29957,17,860,9,132.25
71783,2022-06-02,29957,18,864,15,497.68
71783,2022-06-02,29957,19,938,3,72.88
71783,2022-06-02,29957,20,883,11,337.57
71783,2022-06-02,29957,21,722,6,1213.99
71783,2022-06-02,29957,22,884,9,291.55
71783,2022-06-02,29957,23,998,7,2267.96
71783,2022-06-02,29957,24,999,5,1619.97
71783,2022-06-02,29957,25,797,4,2689.18
71783,2022-06-02,29957,26,798,1,672.29
71783,2022-06-02,29957,27,801,1,672.29
71783,2022-06-02,29957,28,973,5,5102.97
71783,2022-06-02,29957,29,974,13,12568.96
71783,2022-06-02,29957,30,940,4,194.38
71783,2022-06-02,29957,31,835,3,1070.69
71783,2022-06-02,29957,32,836,4,1427.59
71783,2022-06-02,29957,33,838,4,3435.6
71783,2022-06-02,29957,34,718,2,1717.8
71783,2022-06-02,29957,35,715,17,444.04
71783,2022-06-02,29957,36,716,4,119.98
71783,2022-06-02,29957,37,875,1,5.39
71783,2022-06-02,29957,38,865,10,381
71783,2022-06-02,29957,39,712,11,56.21
71783,2022-06-02,29957,40,711,15,274.23
71783,2022-06-02,29957,41,876,2,144
71783,2022-06-02,29957,42,707,10,209.94
71783,2022-06-02,29957,43,708,11,218.77
71784,2022-06-03,29736,1,711,2,41.99
71784,2022-06-03,29736,2,885,8,4818.77
71784,2022-06-03,29736,3,954,2,2860.88
71784,2022-06-03,29736,4,870,11,31.2
71784,2022-06-03,29736,5,865,8,304.8
71784,2022-06-03,29736,6,970,4,2915.64
71784,2022-06-03,29736,7,959,1,445.41
71784,2022-06-03,29736,8,714,9,269.95
71784,2022-06-03,29736,9,712,10,53.94
71784,2022-06-03,29736,10,972,4,2915.64
71784,2022-06-03,29736,11,877,8,38.16
71784,2022-06-03,29736,12,716,5,149.97
71784,2022-06-03,29736,13,965,11,4641.47
71784,2022-06-03,29736,14,958,6,2672.46
71784,2022-06-03,29736,15,876,6,432
71784,2022-06-03,29736,16,899,2,400.1
71784,2022-06-03,29736,17,858,6,88.16
71784,2022-06-03,29736,18,889,4,2409.38
71784,2022-06-03,29736,19,962,7,3117.87
71784,2022-06-03,29736,20,895,2,400.1
71784,2022-06-03,29736,21,957,12,16261.26
71784,2022-06-03,29736,22,979,8,3563.28
71784,2022-06-03,29736,23,961,3,1336.23
71784,2022-06-03,29736,24,963,5,2227.05
71784,2022-06-03,29736,25,953,3,2186.73
71784,2022-06-03,29736,26,966,4,5721.77
71784,2022-06-03,29736,27,967,6,8582.65
71784,2022-06-03,29736,28,969,10,14304.42
71784,2022-06-03,29736,29,955,2,2860.88
71784,2022-06-03,29736,30,916,2,63.17
71784,2022-06-03,29736,31,896,3,600.16
71784,2022-06-03,29736,32,900,1,200.05
71784,2022-06-03,29736,33,893,1,602.35
71784,2022-06-03,29736,34,715,8,239.95
71784,2022-06-03,29736,35,881,6,194.36
71784,2022-06-03,29736,36,883,7,226.76
71784,2022-06-03,29736,37,884,3,97.18
71784,2022-06-03,29736,38,859,5,73.47
71784,2022-06-03,29736,39,864,23,763.11
71784,2022-06-03,29736,40,880,9,296.95
71784,2022-06-03,29736,41,873,8,10.99
71784,2022-06-03,29736,42,707,10,209.94
71784,2022-06-03,29736,43,708,12,238.66
71796,2022-06-03,29660,1,891,1,602.35
71796,2022-06-03,29660,2,972,8,5831.28
71796,2022-06-03,29660,3,953,2,1457.82
71796,2022-06-03,29660,4,916,1,31.58
71796,2022-06-03,29660,5,958,5,2227.05
71796,2022-06-03,29660,6,957,3,4291.33
71796,2022-06-03,29660,7,969,9,12873.98
71796,2022-06-03,29660,8,967,2,2860.88
71796,2022-06-03,29660,9,979,3,1336.23
71796,2022-06-03,29660,10,961,7,3117.87
71796,2022-06-03,29660,11,965,2,890.82
71796,2022-06-03,29660,12,970,1,728.91
71796,2022-06-03,29660,13,954,3,4291.33
71796,2022-06-03,29660,14,955,1,1430.44
71796,2022-06-03,29660,15,947,1,54.94
71796,2022-06-03,29660,16,899,1,200.05
71796,2022-06-03,29660,17,900,1,200.05
71796,2022-06-03,29660,18,892,6,3614.08
71796,2022-06-03,29660,19,893,1,602.35
71796,2022-06-03,29660,20,885,2,1204.69
71797,2022-07-01,29796,1,711,4,83.98
71797,2022-07-01,29796,2,838,2,1717.8
71797,2022-07-01,29796,3,714,1,29.99
71797,2022-07-01,29796,4,940,4,194.38
71797,2022-07-01,29796,5,883,16,451.36
71797,2022-07-01,29796,6,913,2,63.17
71797,2022-07-01,29796,7,738,1,202.33
71797,2022-07-01,29796,8,722,3,607
71797,2022-07-01,29796,9,835,5,1784.49
71797,2022-07-01,29796,10,718,1,858.9
71797,2022-07-01,29796,11,715,4,119.98
71797,2022-07-01,29796,12,716,5,149.97
71797,2022-07-01,29796,13,884,15,423.15
71797,2022-07-01,29796,14,875,3,16.18
71797,2022-07-01,29796,15,860,4,58.78
71797,2022-07-01,29796,16,712,6,32.36
71797,2022-07-01,29796,17,880,10,329.94
71797,2022-07-01,29796,18,873,6,8.24
71797,2022-07-01,29796,19,876,10,720
71797,2022-07-01,29796,20,977,7,2267.96
71797,2022-07-01,29796,21,798,2,1344.59
71797,2022-07-01,29796,22,813,2,144.32
71797,2022-07-01,29796,23,939,4,149.02
71797,2022-07-01,29796,24,801,2,1344.59
71797,2022-07-01,29796,25,998,6,1943.96
71797,2022-07-01,29796,26,999,4,1295.98
71797,2022-07-01,29796,27,938,3,72.88
71797,2022-07-01,29796,28,794,5,7330.05
71797,2022-07-01,29796,29,795,2,2932.02
71797,2022-07-01,29796,30,797,10,6722.94
71797,2022-07-01,29796,31,881,8,259.15
71797,2022-07-01,29796,32,865,1,38.1
71797,2022-07-01,29796,33,864,23,763.11
71797,2022-07-01,29796,34,976,9,9185.35
71797,2022-07-01,29796,35,877,17,70.62
71797,2022-07-01,29796,36,793,6,8796.06
71797,2022-07-01,29796,37,974,3,3061.78
71797,2022-07-01,29796,38,707,6,125.96
71797,2022-07-01,29796,39,859,9,132.25
71797,2022-07-01,29796,40,973,5,5102.97
71797,2022-07-01,29796,41,870,11,31.2
71797,2022-07-01,29796,42,717,2,1717.8
71797,2022-07-01,29796,43,858,4,58.78
71797,2022-07-01,29796,44,836,4,1427.59
71797,2022-07-01,29796,45,708,12,238.66
71797,2022-07-01,29796,46,822,2,713.8
71815,2022-07-01,30089,1,738,1,202.33
71815,2022-07-01,30089,2,835,2,713.8
71815,2022-07-01,30089,3,874,2,10.79
71816,2022-07-15,30027,1,953,1,728.91
71816,2022-07-15,30027,2,954,1,1430.44
71816,2022-07-15,30027,3,715,2,59.99
71816,2022-07-15,30027,4,712,4,21.58
71816,2022-07-15,30027,5,883,3,97.18
71816,2022-07-15,30027,6,961,1,445.41
71816,2022-07-15,30027,7,948,1,63.9
71831,2022-07-15,30019,1,869,2,83.99
71831,2022-07-15,30019,2,782,1,1376.99
71831,2022-07-15,30019,3,867,6,251.96
71832,2022-07-25,29922,1,918,4,633.72
71832,2022-07-25,29922,2,983,3,1385.08
71832,2022-07-25,29922,3,781,2,2783.99
71832,2022-07-25,29922,4,868,1,41.99
71832,2022-07-25,29922,5,810,1,72.16
71832,2022-07-25,29922,6,980,1,461.69
71832,2022-07-25,29922,7,925,2,299.75
71832,2022-07-25,29922,8,985,2,135.6
71832,2022-07-25,29922,9,908,1,16.27
71832,2022-07-25,29922,10,867,13,517.17
71832,2022-07-25,29922,11,782,3,4130.98
71832,2022-07-25,29922,12,937,1,48.59
71832,2022-07-25,29922,13,936,1,37.25
71832,2022-07-25,29922,14,743,4,3239.04
71832,2022-07-25,29922,15,904,5,1092.27
71832,2022-07-25,29922,16,748,1,818.7
71832,2022-07-25,29922,17,910,1,31.58
71832,2022-07-25,29922,18,784,5,6884.97
71832,2022-07-25,29922,19,990,2,647.99
71832,2022-07-25,29922,20,992,3,971.98
71832,2022-07-25,29922,21,984,3,203.4
71832,2022-07-25,29922,22,779,1,1391.99
71832,2022-07-25,29922,23,780,1,1391.99
71832,2022-07-25,29922,24,944,2,316.86
71832,2022-07-25,29922,25,808,1,26.72
71832,2022-07-25,29922,26,809,1,37.15
71832,2022-07-25,29922,27,935,3,72.88
71832,2022-07-25,29922,28,926,1,149.87
71832,2022-07-25,29922,29,917,6,950.58
71832,2022-07-25,29922,30,920,1,158.43
71845,2022-08-04,29938,1,988,2,135.6
71845,2022-08-04,29938,2,948,2,127.8
71845,2022-08-04,29938,3,904,4,873.82
71845,2022-08-04,29938,4,742,3,2456.1
71845,2022-08-04,29938,5,780,2,2783.99
71845,2022-08-04,29938,6,945,1,54.89
71845,2022-08-04,29938,7,949,3,315.88
71845,2022-08-04,29938,8,937,2,97.19
71845,2022-08-04,29938,9,867,2,83.99
71845,2022-08-04,29938,10,748,1,818.7
71845,2022-08-04,29938,11,905,2,436.91
71845,2022-08-04,29938,12,781,2,2783.99
71845,2022-08-04,29938,13,869,3,125.98
71845,2022-08-04,29938,14,783,5,6884.97
71845,2022-08-04,29938,15,784,2,2753.99
71845,2022-08-04,29938,16,951,1,242.99
71845,2022-08-04,29938,17,747,3,2429.28
71845,2022-08-04,29938,18,809,1,37.15
71845,2022-08-04,29938,19,920,2,316.86
71845,2022-08-04,29938,20,743,2,1619.52
71845,2022-08-04,29938,21,715,2,59.99
71845,2022-08-04,29938,22,944,2,316.86
71845,2022-08-04,29938,23,808,1,26.72
71845,2022-08-04,29938,24,909,8,187.87
71845,2022-08-04,29938,25,925,2,299.75
71845,2022-08-04,29938,26,782,2,2753.99
71845,2022-08-04,29938,27,910,2,63.17
71845,2022-08-04,29938,28,996,3,218.68
71845,2022-08-04,29938,29,779,3,4175.98
71845,2022-08-04,29938,30,924,4,599.5
71845,2022-08-04,29938,31,952,3,36.43
71846,2022-08-04,30102,1,936,2,74.51
71846,2022-08-04,30102,2,739,1,818.7
71846,2022-08-04,30102,3,984,1,67.8
71846,2022-08-04,30102,4,981,2,923.39
71856,2022-08-20,30033,1,962,1,445.41
71856,2022-08-20,30033,2,945,1,54.89
71858,2022-08-20,29653,1,979,3,1336.23
71858,2022-08-20,29653,2,962,1,445.41
71858,2022-08-20,29653,3,953,1,728.91
71858,2022-08-20,29653,4,715,2,59.99
71858,2022-08-20,29653,5,883,2,64.79
71858,2022-08-20,29653,6,957,1,1430.44
71858,2022-08-20,29653,7,965,2,890.82
71858,2022-08-20,29653,8,952,1,12.14
71858,2022-08-20,29653,9,948,2,127.8
71858,2022-08-20,29653,10,945,1,54.89
71858,2022-08-20,29653,11,972,1,728.91
71858,2022-08-20,29653,12,877,1,4.77
71858,2022-08-20,29653,13,958,1,445.41
71858,2022-08-20,29653,14,969,1,1430.44
71858,2022-08-20,29653,15,961,2,890.82
71858,2022-08-20,29653,16,966,2,2860.88
71858,2022-08-20,29653,17,712,3,16.18
71863,2022-09-10,29975,1,875,11,56.21
71863,2022-09-10,29975,2,874,2,10.79
71863,2022-09-10,29975,3,998,2,647.99
71863,2022-09-10,29975,4,973,1,1020.59
71863,2022-09-10,29975,5,711,1,20.99
71863,2022-09-10,29975,6,999,3,971.98
71863,2022-09-10,29975,7,938,2,48.59
71867,2022-09-15,29644,1,717,1,858.9
71885,2022-09-21,29612,1,876,3,216
71885,2022-09-21,29612,2,884,6,194.36
71885,2022-09-21,29612,3,864,3,114.3
71895,2022-09-21,29584,1,909,2,46.97
71895,2022-09-21,29584,2,715,2,59.99
71895,2022-09-21,29584,3,864,3,114.3
71897,2022-09-28,29877,1,966,1,1430.44
71897,2022-09-28,29877,2,979,4,1781.64
71897,2022-09-28,29877,3,969,3,4291.33
71897,2022-09-28,29877,4,884,3,97.18
71897,2022-09-28,29877,5,712,4,21.58
71897,2022-09-28,29877,6,954,2,2860.88
71897,2022-09-28,29877,7,864,1,38.1
71897,2022-09-28,29877,8,948,1,63.9
71898,2022-10-03,29932,1,969,3,4291.33
71898,2022-10-03,29932,2,978,4,1781.64
71898,2022-10-03,29932,3,996,4,291.58
71898,2022-10-03,29932,4,967,6,8582.65
71898,2022-10-03,29932,5,970,3,2186.73
71898,2022-10-03,29932,6,956,1,1430.44
71898,2022-10-03,29932,7,960,3,1336.23
71898,2022-10-03,29932,8,994,3,97.18
71898,2022-10-03,29932,9,959,1,445.41
71898,2022-10-03,29932,10,968,4,5721.77
71898,2022-10-03,29932,11,966,3,4291.33
71898,2022-10-03,29932,12,972,5,3644.55
71898,2022-10-03,29932,13,949,4,421.18
71898,2022-10-03,29932,14,958,1,445.41
71898,2022-10-03,29932,15,945,3,164.68
71898,2022-10-03,29932,16,971,5,3644.55
71898,2022-10-03,29932,17,953,2,1457.82
71898,2022-10-03,29932,18,889,1,602.35
71898,2022-10-03,29932,19,955,1,1430.44
71898,2022-10-03,29932,20,964,3,1336.23
71898,2022-10-03,29932,21,916,3,94.75
71898,2022-10-03,29932,22,948,1,63.9
71898,2022-10-03,29932,23,979,3,1336.23
71898,2022-10-03,29932,24,951,3,728.98
71898,2022-10-03,29932,25,954,3,4291.33
71898,2022-10-03,29932,26,952,1,12.14
71898,2022-10-03,29932,27,965,5,2227.05
71898,2022-10-03,29932,28,961,2,890.82
71899,2022-10-14,29568,1,881,2,64.79
71899,2022-10-14,29568,2,988,1,67.8
71899,2022-10-14,29568,3,981,1,461.69
71899,2022-10-14,29568,4,743,1,809.76
71899,2022-10-14,29568,5,808,1,26.72
71899,2022-10-14,29568,6,714,2,59.99
71899,2022-10-14,29568,7,944,2,316.86
71899,2022-10-14,29568,8,937,1,48.59
71902,2022-10-14,29929,1,780,5,6959.97
71902,2022-10-14,29929,2,981,2,923.39
71902,2022-10-14,29929,3,904,1,218.45
71902,2022-10-14,29929,4,987,1,67.8
71902,2022-10-14,29929,5,783,7,9638.96
71902,2022-10-14,29929,6,781,5,6959.97
71902,2022-10-14,29929,7,859,2,29.39
71902,2022-10-14,29929,8,869,7,293.96
71902,2022-10-14,29929,9,908,2,32.54
71902,2022-10-14,29929,10,712,3,16.18
71902,2022-10-14,29929,11,925,1,149.87
71902,2022-10-14,29929,12,937,2,97.19
71902,2022-10-14,29929,13,992,3,971.98
71902,2022-10-14,29929,14,980,3,1385.08
71902,2022-10-14,29929,15,715,3,89.98
71902,2022-10-14,29929,16,935,4,97.18
71902,2022-10-14,29929,17,989,1,323.99
71902,2022-10-14,29929,18,984,4,271.2
71902,2022-10-14,29929,19,982,2,923.39
71902,2022-10-14,29929,20,782,8,11015.95
71902,2022-10-14,29929,21,784,2,2753.99
71902,2022-10-14,29929,22,810,1,72.16
71902,2022-10-14,29929,23,926,1,149.87
71902,2022-10-14,29929,24,714,3,89.98
71902,2022-10-14,29929,25,870,7,20.96
71902,2022-10-14,29929,26,876,4,288
71902,2022-10-14,29929,27,877,5,23.85
71902,2022-10-14,29929,28,707,2,41.99
71902,2022-10-14,29929,29,993,1,323.99
71902,2022-10-14,29929,30,864,6,228.6
71902,2022-10-14,29929,31,867,7,293.96
71902,2022-10-14,29929,32,809,2,74.3
71902,2022-10-14,29929,33,988,3,203.4
71902,2022-10-14,29929,34,880,5,164.97
71902,2022-10-14,29929,35,936,1,37.25
71902,2022-10-14,29929,36,708,4,83.98
71902,2022-10-14,29929,37,779,3,4175.98
71902,2022-10-14,29929,38,991,2,647.99
71902,2022-10-14,29929,39,883,5,161.97
71902,2022-10-14,29929,40,910,1,31.58
71902,2022-10-14,29929,41,881,2,64.79
71902,2022-10-14,29929,42,985,5,338.99
71902,2022-10-14,29929,43,711,7,146.96
71902,2022-10-14,29929,44,986,1,67.8
71902,2022-10-14,29929,45,748,7,5730.9
71902,2022-10-14,29929,46,884,5,161.97
71902,2022-10-14,29929,47,918,2,316.86
71902,2022-10-14,29929,48,905,3,655.36
71902,2022-10-14,29929,49,983,4,1846.78
71902,2022-10-14,29929,50,865,6,228.6
71915,2022-10-26,29638,1,836,3,1070.69
71915,2022-10-26,29638,2,738,2,404.66
71915,2022-10-26,29638,3,938,4,97.18
71915,2022-10-26,29638,4,939,3,111.76
71915,2022-10-26,29638,5,940,1,48.59
71917,2022-10-26,30025,1,875,7,37.76
71920,2022-10-26,29982,1,973,1,1020.59
71920,2022-10-26,29982,2,938,3,72.88
71920,2022-10-26,29982,3,976,1,1020.59
71920,2022-10-26,29982,4,884,7,226.76
71920,2022-10-26,29982,5,864,3,114.3
71920,2022-10-26,29982,6,876,1,72
71923,2022-11-01,29781,1,870,1,2.99
71923,2022-11-01,29781,2,874,4,21.58
71923,2022-11-01,29781,3,875,14,71.54
71935,2022-11-16,29531,1,874,3,16.18
71935,2022-11-16,29531,2,938,1,24.29
71935,2022-11-16,29531,3,973,3,3061.78
71935,2022-11-16,29531,4,976,2,2041.19
71935,2022-11-16,29531,5,998,1,323.99
71935,2022-11-16,29531,6,875,13,66.43
71936,2022-11-16,30050,1,944,3,475.29
71936,2022-11-16,30050,2,985,4,271.2
71936,2022-11-16,30050,3,996,4,291.58
71936,2022-11-16,30050,4,707,1,20.99
71936,2022-11-16,30050,5,926,1,149.87
71936,2022-11-16,30050,6,808,4,106.9
71936,2022-11-16,30050,7,992,5,1619.97
71936,2022-11-16,30050,8,951,6,1457.96
71936,2022-11-16,30050,9,780,3,4175.98
71936,2022-11-16,30050,10,905,2,436.91
71936,2022-11-16,30050,11,747,4,3239.04
71936,2022-11-16,30050,12,867,14,556.95
71936,2022-11-16,30050,13,935,3,72.88
71936,2022-11-16,30050,14,945,5,274.47
71936,2022-11-16,30050,15,924,5,749.37
71936,2022-11-16,30050,16,783,10,13769.94
71936,2022-11-16,30050,17,784,5,6884.97
71936,2022-11-16,30050,18,748,5,4093.5
71936,2022-11-16,30050,19,981,2,923.39
71936,2022-11-16,30050,20,894,5,364.38
71936,2022-11-16,30050,21,779,4,5567.98
71936,2022-11-16,30050,22,782,8,11015.95
71936,2022-11-16,30050,23,869,8,335.95
71936,2022-11-16,30050,24,952,3,36.43
71936,2022-11-16,30050,25,949,3,315.88
71936,2022-11-16,30050,26,937,5,242.97
71936,2022-11-16,30050,27,910,3,94.75
71936,2022-11-16,30050,28,917,2,316.86
71936,2022-11-16,30050,29,994,3,97.18
71936,2022-11-16,30050,30,984,1,67.8
71936,2022-11-16,30050,31,860,6,88.16
71936,2022-11-16,30050,32,948,4,255.6
71936,2022-11-16,30050,33,925,6,899.24
71936,2022-11-16,30050,34,908,3,48.82
71936,2022-11-16,30050,35,918,1,158.43
71936,2022-11-16,30050,36,743,4,3239.04
71936,2022-11-16,30050,37,739,5,4093.5
71936,2022-11-16,30050,38,987,2,135.6
71936,2022-11-16,30050,39,809,5,185.76
71936,2022-11-16,30050,40,904,2,436.91
71936,2022-11-16,30050,41,781,4,5567.98
71936,2022-11-16,30050,42,868,4,167.98
71936,2022-11-16,30050,43,988,5,338.99
71936,2022-11-16,30050,44,742,7,5730.9
71936,2022-11-16,30050,45,936,2,74.51
71936,2022-11-16,30050,46,909,6,140.9
71938,2022-11-21,29546,1,973,5,5102.97
71938,2022-11-21,29546,2,876,3,216
71938,2022-11-21,29546,3,835,2,713.8
71938,2022-11-21,29546,4,974,3,3061.78
71938,2022-11-21,29546,5,707,3,62.98
71938,2022-11-21,29546,6,813,1,72.16
71938,2022-11-21,29546,7,938,5,121.47
71938,2022-11-21,29546,8,884,5,161.97
71938,2022-11-21,29546,9,711,3,62.98
71938,2022-11-21,29546,10,712,1,5.39
71938,2022-11-21,29546,11,940,5,242.97
71938,2022-11-21,29546,12,792,3,4398.03
71938,2022-11-21,29546,13,976,5,5102.97
71938,2022-11-21,29546,14,798,5,3361.47
71938,2022-11-21,29546,15,799,4,2689.18
71938,2022-11-21,29546,16,864,4,152.4
71938,2022-11-21,29546,17,714,2,59.99
71938,2022-11-21,29546,18,999,4,1295.98
71938,2022-11-21,29546,19,998,5,1619.97
71938,2022-11-21,29546,20,877,6,28.62
71938,2022-11-21,29546,21,796,3,4398.03
71938,2022-11-21,29546,22,708,5,104.97
71938,2022-11-21,29546,23,865,5,190.5
71938,2022-11-21,29546,24,738,3,607
71938,2022-11-21,29546,25,883,3,97.18
71938,2022-11-21,29546,26,997,3,971.98
71938,2022-11-21,29546,27,870,8,23.95
71938,2022-11-21,29546,28,795,6,8796.06
71938,2022-11-21,29546,29,874,4,21.58
71938,2022-11-21,29546,30,859,2,29.39
71938,2022-11-21,29546,31,975,5,5102.97
71938,2022-11-21,29546,32,793,3,4398.03
71938,2022-11-21,29546,33,797,5,3361.47
71938,2022-11-21,29546,34,880,7,230.96
71938,2022-11-21,29546,35,977,4,1295.98
71938,2022-11-21,29546,36,801,5,3361.47
71938,2022-11-21,29546,37,794,7,10262.07
71938,2022-11-21,29546,38,939,6,223.52
71938,2022-11-21,29546,39,715,3,89.98
71938,2022-11-21,29546,40,881,1,32.39
71938,2022-11-21,29546,41,875,2,10.79
71938,2022-11-21,29546,42,800,3,2016.88
71946,2022-12-01,29741,1,916,1,31.58
